rank,Name,RA_deg,Dec_deg,GLON_deg,GLAT_deg,dist_pc,dist_mod_mag,N_stars,r50_pc,r50_deg,area_sqdeg,logAge_yr,AV_mag,pmRA_masyr,pmDec_masyr,parallax_mas,rc_deg,rt_deg,all_names
1,HSC_381,271.385757,17.770899,44.159678,17.92,311.1,7.4643,288,16.698,3.07251,29.6577,7.487,0.211,-1.0359,-8.11,3.1609,6.904202,6.904202,HSC_381
2,HSC_1314,74.421885,35.931116,168.498313,-4.335,336.0,7.6316,116,17.636,3.00471,28.3632,8.07,1.178,3.3964,-10.6409,2.8555,2.506425,12.004180,HSC_1314
3,HSC_2986,285.31711,-36.883402,359.953885,-17.71,145.9,5.82,222,7.616,2.98837,28.0556,6.853,0.168,2.2086,-27.5565,6.6938,6.008002,7.587077,HSC_2986
4,Platais_8,136.894836,-59.308819,277.651362,-7.924,131.9,5.6016,225,6.848,2.97154,27.7404,7.494,0.178,-16.2379,13.7426,7.4267,6.088209,7.524710,Platais_8
5,Theia_229,90.252555,-27.850414,233.732397,-22.63,298.7,7.376,185,15.057,2.88606,26.1673,8.116,0.056,-6.2622,-0.2976,3.1775,6.592498,6.592498,"OCSN_81,Theia_229"
6,OCSN_92,231.555157,-36.062061,334.842842,17.04,135.8,5.6644,103,6.804,2.86818,25.8442,6.966,0.262,-20.4981,-24.5759,7.2456,4.704703,7.769587,OCSN_92
7,Theia_807,87.068144,-18.714051,223.377483,-22.07,324.4,7.5552,104,14.7,2.59472,21.1511,8.047,0.091,-7.1693,1.2821,3.017,4.504674,6.834069,"OCSN_75,Theia_807"
8,HSC_2636,204.888686,-44.482232,311.903979,17.55,131.1,5.5877,284,5.89,2.57283,20.7956,6.993,0.303,-25.9719,-19.4116,7.472,5.021718,6.534361,HSC_2636
9,HSC_633,307.375362,42.393644,80.682937,1.988,451.7,8.2741,156,20.101,2.54817,20.3988,7.759,0.089,3.3861,-0.1945,2.1586,2.409191,9.560012,HSC_633
10,HSC_1553,93.012745,13.981877,196.019592,-2.15,217.8,6.6905,330,9.561,2.51327,19.844,7.585,0.045,5.6298,-16.33,4.6205,2.704249,9.157151,HSC_1553
11,Mamajek_4,276.370976,-50.637344,344.094821,-16.78,428.7,8.1608,655,18.672,2.49392,19.5396,8.494,0.198,3.6594,-21.6695,2.2188,1.558775,12.819855,"Alessi_71,MWSC_2914,Mamajek_4"
12,HSC_1058,22.926173,43.725791,130.588539,-18.55,486.2,8.4339,144,21.17,2.49335,19.5307,8.069,0.125,4.4935,-4.924,1.9522,2.520019,8.586947,HSC_1058
13,Melotte_111,186.017199,26.422675,217.970165,83.85,87.4,4.7077,271,3.739,2.44935,18.8473,8.816,0.071,-12.1546,-8.8553,11.7093,2.474252,9.293988,"Collinder_256,Coma_Berenices,MWSC_2020,Melotte_111,OCL_558"
14,HSC_1030,25.589061,64.613463,128.35699,2.279,719.4,9.2848,163,30.121,2.39754,18.0585,8.187,1.554,2.2276,-5.5679,1.3037,3.931498,6.468959,HSC_1030
15,COIN-Gaia_13,83.391593,41.827987,167.760313,4.765,484.8,8.4279,572,20.291,2.39655,18.0436,8.217,0.227,-3.9501,-1.5878,1.948,1.094591,16.956462,"COIN-Gaia_13,OC_0286"
16,OCSN_10,276.089386,15.689698,44.110442,12.96,357.7,7.7676,121,14.662,2.34714,17.3072,7.737,0.379,-1.5856,-7.2913,2.6929,1.861061,9.796344,OCSN_10
17,CWNU_1044,129.930407,-51.859045,269.345003,-6.228,359.0,7.7753,377,14.552,2.32149,16.931,7.535,0.149,-11.6403,9.7614,2.7062,4.734796,5.925657,CWNU_1044
18,Delta_Cephei_Cluster,336.423863,57.15725,104.141492,-0.2991,243.0,6.9283,164,9.798,2.30862,16.7438,7.828,0.072,16.5064,4.6672,4.1135,2.362689,8.450182,"Delta_Cephei_Cluster,OCSN_33,Theia_161"
19,HSC_2442,165.238974,-70.579779,293.935839,-9.663,280.3,7.238,118,11.249,2.29831,16.5946,7.417,0.381,-21.8387,-1.3577,3.5198,3.516610,6.559568,HSC_2442
20,HSC_1743,106.265037,-7.858291,221.473219,-0.5714,712.6,9.2643,193,28.583,2.29686,16.5737,8.112,0.175,-3.2738,2.3727,1.33,4.398689,4.398689,HSC_1743
21,Mamajek_2,264.359954,-8.015697,17.039041,12.48,207.1,6.5813,226,8.268,2.28573,16.4134,7.994,0.746,-10.0689,-19.4998,4.8789,1.476929,12.528299,Mamajek_2
22,CWNU_1142,75.526546,2.836667,197.007225,-22.68,285.5,7.2778,111,11.338,2.27453,16.2529,7.923,0.107,-0.2416,-5.6573,3.4452,3.679624,6.250232,CWNU_1142
23,Theia_714,21.847166,56.128049,127.958249,-6.392,568.8,8.7748,108,22.359,2.25115,15.9206,8.002,0.319,4.2691,-3.7917,1.6811,4.968879,4.968879,Theia_714
24,Theia_282,92.711208,11.975088,197.641572,-3.37,775.1,9.4467,233,30.281,2.2373,15.7252,7.955,0.304,-1.7904,-1.8489,1.2405,3.920835,5.962746,Theia_282
25,Theia_232,16.861294,50.35142,125.545555,-12.44,317.1,7.5062,152,12.137,2.1918,15.0921,7.649,0.189,15.3553,-7.1077,3.0665,3.497265,6.025946,"OCSN_43,Theia_232"
26,Theia_247,300.273519,10.214125,50.21195,-10.44,442.4,8.229,190,16.627,2.15239,14.5543,7.928,0.182,-1.5318,-11.941,2.1448,1.744770,8.696146,"CWNU_1255,Theia_247"
27,Alessi_145,120.953587,3.985088,217.719827,17.9,608.2,8.9202,143,22.017,2.0733,13.5044,8.225,0.078,-7.6642,-1.2262,1.5597,4.893416,4.893416,"Alessi_145,Theia_467,UBC_13"
28,Theia_1203,281.015103,-57.177993,338.56223,-21.57,389.8,7.9544,136,13.909,2.04337,13.1173,8.445,0.19,5.6398,-24.9045,2.443,2.552149,6.177170,Theia_1203
29,CWNU_2136,80.396373,23.944955,181.290371,-7.222,1272.4,10.5232,120,44.402,1.99853,12.5479,8.52,1.415,0.7318,-5.5668,0.7355,2.905908,2.905908,CWNU_2136
30,HSC_2865,266.361715,-44.045989,347.006304,-7.779,663.9,9.1104,141,23.097,1.99261,12.4737,8.171,0.22,-2.0039,-4.1071,1.3927,4.694236,4.694236,HSC_2865
31,CWNU_1032,300.919434,31.84783,69.068081,0.3573,360.3,7.7831,231,12.487,1.98512,12.3801,7.966,0.109,3.7529,-1.2331,2.6656,2.628408,5.844830,CWNU_1032
32,NGC_2202,94.206605,5.984516,203.631493,-4.912,798.3,9.5108,101,27.305,1.959,12.0564,8.06,0.256,-0.9092,-3.7781,1.1622,4.464439,4.464439,"MWSC_828,NGC_2202,Theia_281"
33,UPK_545,130.974572,-58.784318,275.281669,-9.939,328.7,7.5843,597,11.162,1.94458,11.8796,8.007,0.086,-8.4174,2.5306,2.9532,1.093046,11.564861,UPK_545
34,CWNU_1024,104.285512,-27.391791,238.23008,-10.96,394.4,7.9797,336,13.336,1.93655,11.7817,7.511,0.173,-5.5454,6.0176,2.4955,1.482078,8.795458,CWNU_1024
35,Theia_713,7.540837,68.411784,120.968003,5.621,452.9,8.2798,117,15.249,1.92866,11.6858,8.515,0.885,-6.1182,-4.741,2.1119,2.765790,5.380752,Theia_713
36,HSC_895,353.161651,56.674281,112.226161,-4.551,656.9,9.0875,110,21.967,1.91525,11.5239,8.23,0.819,5.2932,-1.3103,1.4667,2.339464,5.905725,HSC_895
37,Theia_1918,129.195028,-48.117167,266.058447,-4.353,400.9,8.0152,169,13.358,1.90842,11.4419,7.382,0.227,-10.6356,1.9998,2.4402,4.486106,4.486106,"CWNU_1101,Theia_1918"
38,Theia_792,99.018404,19.613478,193.719748,5.561,214.8,6.6601,119,7.123,1.89922,11.3319,8.291,0.078,3.0526,-11.1745,4.7369,1.860941,7.430840,"OCSN_55,Theia_792"
39,Theia_401,347.80923,47.7812,106.035922,-11.78,648.6,9.0599,194,21.188,1.87105,10.9982,8.193,0.3,-0.781,-3.5213,1.4729,2.035971,6.203903,Theia_401
40,Alessi_84,110.510066,55.384482,161.823346,26.27,201.6,6.5221,128,6.572,1.86742,10.9555,8.068,0.067,-3.1196,-31.4468,5.0374,1.598393,7.952863,"Alessi_84,CWNU_1128,RSG_2,TRSG_2"
41,CWNU_1007,79.207768,18.477745,185.260376,-11.19,350.4,7.7227,105,11.337,1.85315,10.7888,7.286,0.583,-0.2674,-5.6411,2.7736,2.379644,5.579206,"CWNU_1007,LISC-III_3645"
42,HSC_1666,104.751929,3.31728,210.838842,3.195,599.6,8.8893,110,19.059,1.82059,10.4129,8.396,0.087,-1.6682,-1.1442,1.6042,1.432000,7.780674,HSC_1666
43,HSC_2215,141.918052,-49.82982,272.870049,0.7629,510.3,8.539,148,16.026,1.79889,10.1662,7.76,0.101,-11.7694,4.3428,1.9088,2.185007,5.601909,HSC_2215
44,HSC_2408,169.508208,-59.085805,291.177441,1.638,259.6,7.0719,115,7.882,1.73876,9.4979,8.106,0.139,-22.5208,6.732,3.6459,1.134042,8.854946,HSC_2408
45,Platais_9,138.320686,-43.55757,266.680908,3.438,187.9,6.3695,251,5.66,1.72534,9.3519,7.566,0.093,-24.5592,13.3009,5.4479,1.827164,6.211818,Platais_9
46,UPK_612,255.098534,-68.523562,322.609454,-15.82,226.8,6.7784,228,6.781,1.71246,9.2127,8.078,0.101,-13.327,-12.2082,4.3789,1.503940,6.936871,UPK_612
47,UPK_230,354.485551,71.896282,117.226527,9.843,523.5,8.5948,197,15.349,1.67926,8.8591,8.089,0.934,4.7676,-1.0521,1.8349,1.311762,7.105037,"Theia_840,UPK_230"
48,HSC_2733,228.064671,-44.529138,327.725179,11.46,141.8,5.7578,165,4.145,1.67483,8.8123,6.978,0.137,-20.6666,-21.8923,6.8489,3.076332,4.359240,HSC_2733
49,OCSN_96,240.429655,-22.709214,350.273818,22.2,136.7,5.679,223,3.986,1.67001,8.7617,6.671,0.396,-11.5407,-23.8876,7.0649,2.972947,2.972947,OCSN_96
50,Theia_953,139.660336,-58.604985,278.113636,-6.402,542.7,8.6728,147,15.5,1.63596,8.4081,7.551,0.531,-5.6921,3.1321,1.7935,1.394307,6.661960,"Platais_8,Theia_104,Theia_953"
51,UPK_526,115.946397,-52.835537,265.603417,-13.98,543.2,8.6747,173,15.415,1.62559,8.3018,7.466,0.457,-7.7743,7.8039,1.7499,1.727666,5.469984,"Theia_107,UPK_526"
52,CWNU_519,313.931751,56.754539,94.666606,7.442,319.4,7.5216,287,9.056,1.62402,8.2858,7.354,0.132,5.0119,3.4896,3.072,2.286383,4.780314,CWNU_519
53,Theia_139,82.510358,-2.110382,205.291919,-19.03,316.7,7.5034,105,8.969,1.62211,8.2662,7.978,0.176,-2.9015,-4.2705,3.0539,2.052398,4.981315,"ASCC_19,Theia_139"
54,Theia_1966,248.327253,-52.63956,332.978411,-3.226,1136.4,10.2777,199,32.1,1.61796,8.224,7.974,0.926,-0.5208,-0.8254,0.8308,3.114754,3.114754,"Collinder_304,ESO_179-9,MWSC_2423,NGC_6152,OCL_961,Theia_1966,Theia_3604"
55,Turner_5,143.138632,-36.429244,264.214214,11.08,399.8,8.0094,116,11.29,1.61737,8.218,8.214,0.171,0.067,-3.0194,2.4023,3.507086,3.507086,"MWSC_1684,Theia_443,Turner_5"
56,OCSN_82,108.531357,-35.060592,246.870118,-10.95,405.7,8.0412,157,11.407,1.61037,8.1471,7.372,0.16,-5.4402,6.4569,2.4216,3.189518,4.128478,OCSN_82
57,UBC_11,246.732465,-59.704536,327.19279,-7.413,434.2,8.1883,155,12.146,1.60247,8.0674,8.106,0.211,-0.4763,-6.7866,2.1616,1.899982,4.937252,UBC_11
58,Theia_862,37.400472,56.745563,136.123361,-3.591,679.7,9.1616,175,18.918,1.59427,7.9849,8.412,1.079,0.2275,-3.7082,1.3946,1.823373,5.111340,"Theia_742,Theia_862"
59,CWNU_522,75.678003,8.081014,192.315215,-19.78,372.9,7.858,173,10.343,1.58871,7.9294,7.554,0.175,0.8832,-4.4839,2.5748,3.523110,3.523110,"CWNU_522,LISC-III_3611"
60,Theia_446,18.552391,62.756527,125.534594,-9e-05,371.2,7.848,135,10.249,1.58164,7.859,7.905,0.549,7.7313,-3.6979,2.6004,3.132918,3.132918,"OCSN_45,Theia_446"
61,Theia_711,282.09396,-7.743776,25.686943,-2.846,410.2,8.0648,105,11.253,1.57161,7.7596,7.792,0.855,1.0652,-11.3825,2.3055,2.834432,3.952041,"OCSN_7,Theia_711"
62,LISC-III_3668,120.111868,-44.189204,259.261329,-7.387,564.7,8.7589,356,15.395,1.56171,7.6622,7.458,0.165,-6.2509,7.3345,1.7024,2.767276,4.120593,"LISC-III_3323,LISC-III_3668"
63,Theia_248,324.695766,53.668939,96.734781,0.8967,459.3,8.3104,153,12.496,1.55845,7.6302,8.048,0.612,8.8365,6.2902,2.0768,1.912946,4.697907,"OCSN_30,Theia_248"
64,Platais_10,205.278957,-59.15646,309.271793,3.102,239.4,6.8957,197,6.456,1.54481,7.4972,8.095,0.28,-29.3119,-10.7877,4.1339,0.638258,13.290960,"HIP_67014_Group,MWSC_2150,Platais_10"
65,Theia_323,194.202847,-55.76297,303.693523,7.101,469.3,8.3574,105,12.561,1.533,7.383,8.107,0.218,-13.9052,-3.07,2.011,0.836730,8.981570,"CWNU_450,Theia_323"
66,Theia_72,101.702357,-9.785555,221.144025,-5.463,281.4,7.2464,140,7.378,1.50211,7.0885,7.436,0.162,-0.9888,-4.2969,3.4549,1.261759,6.353898,Theia_72
67,Theia_643,255.562476,-48.923916,338.774843,-4.333,545.2,8.6826,136,14.258,1.49818,7.0514,8.201,0.841,1.1816,-5.0299,1.7092,1.098546,6.592509,Theia_643
68,CWNU_1173,179.921845,-70.286088,298.559517,-7.855,424.7,8.1404,165,10.676,1.44004,6.5148,8.001,0.503,-13.0314,-0.6217,2.2436,1.675259,4.566273,CWNU_1173
69,Theia_5,315.432053,68.152598,104.059941,14.18,329.4,7.5889,155,8.28,1.43969,6.5116,6.936,0.807,7.9063,-1.1315,2.912,1.930819,4.190470,"OCSN_34,Theia_5"
70,UPK_569,170.379961,-72.113961,296.073831,-10.45,246.6,6.9603,145,6.183,1.43596,6.4779,7.434,0.619,-25.4242,-1.0492,4.0269,0.972104,7.385943,UPK_569
71,HSC_1403,75.693166,24.300515,178.494,-10.53,464.6,8.3356,105,11.588,1.42868,6.4124,7.466,1.491,1.2313,-5.204,2.022,2.937643,2.937643,HSC_1403
72,OCSN_76,99.638088,-16.764762,226.582834,-10.34,447.4,8.2533,119,11.084,1.41924,6.328,7.568,0.18,-4.2953,5.0166,2.1618,1.230521,5.632628,OCSN_76
73,CWNU_1069,119.314645,-43.510747,258.376717,-7.533,393.5,7.975,140,9.701,1.41202,6.2637,7.213,0.138,-9.303,8.9468,2.4793,2.145505,3.972193,CWNU_1069
74,UPK_72,284.98783,27.292717,58.408649,10.35,438.3,8.2091,176,10.795,1.41074,6.2524,7.873,0.377,-0.4614,-4.5544,2.2086,2.021035,4.023416,UPK_72
75,CWNU_77,45.330868,71.078425,133.141632,10.83,805.2,9.5296,108,19.707,1.40195,6.1747,7.851,0.885,-1.1991,-0.0045,1.1742,3.065009,3.065009,CWNU_77
76,Theia_625,289.447065,-13.774997,23.452058,-11.99,496.0,8.4776,104,12.139,1.40189,6.1742,8.22,0.316,5.84,0.2812,1.9002,2.274618,3.736768,Theia_625
77,Melotte_20,51.331938,49.118659,147.119876,-6.389,172.6,6.1849,938,4.211,1.39786,6.1387,7.745,0.242,22.9182,-25.4626,5.7409,1.242484,5.543893,Melotte_20
78,UBC_32,279.321757,-14.003027,18.865318,-3.271,275.2,7.1985,393,6.538,1.36085,5.8179,7.886,1.026,-1.8081,-9.2289,3.4984,0.855733,7.104818,"Theia_223,UBC_32,UPK_19"
79,Theia_391,356.219398,55.169532,113.457742,-6.473,430.5,8.1697,112,10.088,1.34246,5.6618,8.165,0.411,5.1976,-4.4563,2.2064,2.086748,3.612229,"CWNU_533,Theia_391"
80,CWNU_232,92.346339,-2.994191,210.797319,-10.72,472.2,8.3704,138,11.056,1.34134,5.6523,8.113,0.225,0.1082,-2.9958,2.0294,2.510151,3.429342,CWNU_232
81,HSC_2505,185.021,-64.096672,299.515233,-1.433,104.6,5.0973,119,2.432,1.33219,5.5755,6.844,0.213,-37.7886,-10.811,9.3523,2.964370,2.964370,HSC_2505
82,Theia_35,107.597315,-19.414267,232.351044,-4.717,397.7,7.9978,156,9.244,1.33146,5.5694,7.478,0.14,-8.0616,3.7016,2.377,0.910124,6.487073,"OCSN_80,Theia_35"
83,CWNU_1074,295.903272,6.412617,44.699218,-8.551,708.2,9.2508,217,16.337,1.32146,5.486,7.561,0.635,0.355,-2.0365,1.3384,1.317941,4.635883,CWNU_1074
84,Theia_38,291.745192,21.116555,55.674245,2.065,486.8,8.4367,1108,11.199,1.31792,5.4567,6.762,0.772,1.1809,-6.1011,1.9807,1.070062,5.442582,"OCSN_13,OC_0083,Theia_38"
85,Aveni-Hunter_1,354.262581,48.490096,110.425797,-12.57,411.8,8.0733,197,9.465,1.31682,5.4475,7.056,0.467,0.038,-2.7408,2.3612,1.164673,5.209659,"Aveni-Hunter_1,Aveni_Hunter_1,Theia_33"
86,HSC_2280,148.779758,-56.261361,280.195983,-1.381,538.7,8.6568,113,12.237,1.30125,5.3195,8.144,0.256,-18.5908,11.2288,1.764,2.364401,3.307609,HSC_2280
87,HSC_2907,244.77266,-24.450059,351.860078,18.12,151.7,5.9047,349,3.402,1.28487,5.1864,6.99,0.551,-10.6786,-21.702,6.3614,2.696567,3.206597,HSC_2907
88,UPK_214,357.175511,53.511289,113.584296,-8.218,776.7,9.4513,184,17.271,1.27381,5.0975,8.003,0.546,0.8285,-0.8227,1.2079,3.017833,3.017833,UPK_214
89,OC_0185,332.741358,63.395938,106.067865,5.907,901.5,9.7748,356,19.857,1.26182,5.002,6.809,1.119,-1.301,-2.4861,1.0768,2.638234,2.638234,"CWNU_1115,OC_0185"
90,HSC_601,305.074306,38.460707,76.458143,1.153,582.3,8.8258,120,12.641,1.24353,4.8581,7.887,0.22,2.0949,-1.5598,1.6589,1.414912,4.040240,HSC_601
91,Theia_817,274.950451,24.606258,52.127692,17.53,350.4,7.7228,120,7.587,1.24032,4.833,8.291,0.252,-2.0179,1.299,2.7574,2.111657,2.111657,Theia_817
92,CWNU_1020,135.00604,-54.509951,273.337788,-5.529,432.2,8.1785,171,9.337,1.23754,4.8114,7.534,0.158,-10.5877,7.6075,2.2443,1.742386,3.609441,CWNU_1020
93,Theia_58,120.216335,-30.749836,247.818587,-0.2845,480.1,8.4067,288,10.357,1.23573,4.7973,7.373,0.151,-8.8162,5.5197,2.0381,1.523138,3.891020,"OCSN_83,Theia_58"
94,Platais_3,68.405613,71.489361,138.720539,15.82,177.0,6.2403,204,3.781,1.22338,4.7019,8.243,0.101,3.7671,-20.6812,5.6224,0.918639,5.655117,"HIP_21974_Group,MWSC_395,Platais_3,Theia_787"
95,HSC_1284,72.943042,40.854682,163.931066,-2.146,1072.5,10.152,105,22.661,1.2104,4.6027,8.68,0.806,1.6353,-5.7705,0.87,1.688906,3.515809,HSC_1284
96,UBC_4,60.658199,35.561155,161.096983,-12.78,569.8,8.7786,117,12.029,1.20939,4.595,8.315,0.741,-0.7169,-5.7278,1.669,1.699524,3.474987,"Theia_733,UBC_4"
97,NGC_6882,302.897211,26.750744,65.705974,-3.845,460.3,8.3153,114,9.635,1.19908,4.5169,7.918,0.31,1.7191,-9.2149,2.0891,0.990555,4.848863,"Collinder_416,FSR_168,MWSC_3277,MWSC_3278,NGC_6882,OCL_133,OCSN_20,Theia_170"
98,UPK_560,158.35991,-44.503258,278.563936,11.74,577.0,8.8059,162,11.925,1.18394,4.4036,8.431,0.111,-12.4088,4.031,1.6707,0.982606,4.813103,"Theia_549,UPK_560"
99,UPK_627,245.369919,-53.132734,331.384249,-2.282,500.6,8.4975,106,10.343,1.18358,4.401,8.177,0.299,-2.4896,-10.1671,1.8845,1.249888,3.919542,UPK_627
100,Melotte_22,56.679783,24.108454,166.524955,-23.57,131.2,5.5903,1721,2.696,1.17701,4.3522,8.085,0.102,19.9552,-45.4567,7.3783,0.986764,4.710066,"Collinder_42,Escorial_1,M45,MWSC_305,Melotte_22,OCL_421,Pleiades,Theia_369"
101,OC_0279,58.547047,31.923037,162.271092,-16.65,277.5,7.2162,146,5.684,1.17343,4.3258,7.23,0.664,6.3001,-9.7973,3.527,2.260165,3.030300,"OC_0279,Theia_17,Theia_21"
102,OCSN_40,358.857837,56.484493,115.218179,-5.546,398.0,7.9993,169,8.122,1.16908,4.2938,6.971,0.271,7.9219,-3.1256,2.4635,2.839465,2.839465,"Collinder_460,FSR_450,MWSC_3779,Melotte_245,NGC_7789,OCL_269,OCSN_40,Theia_920"
103,BH_23,123.447754,-36.356223,253.990677,-1.047,422.3,8.1281,300,8.517,1.15541,4.194,6.974,0.112,-7.183,7.3168,2.2956,1.003449,4.615701,"BH_23,Theia_80"
104,Theia_3397,113.940262,-25.526587,240.513823,-2.415,1049.5,10.1048,207,21.152,1.15468,4.1886,7.781,0.089,-4.8873,4.0113,0.9295,1.404050,3.784368,"Theia_2000,Theia_2267,Theia_3397"
105,Alessi_3,109.186703,-46.680282,257.935532,-15.33,268.2,7.1419,186,5.379,1.14918,4.1488,8.796,0.108,-9.7933,11.9159,3.5748,2.352001,2.843568,"Alessi_3,MWSC_1157,Theia_1011"
